,DataSize,L0Distance,L1Distance,L2Distance,LinfDistance,Status
402,2000.0,[3072.],[19.16662],[0.4630734],[0.04273885],Member
403,2000.0,[3072.],[22.6717],[0.58396006],[0.08536255],Member
404,2000.0,[3072.],[33.770073],[0.8070991],[0.08999473],Member
405,2000.0,[3072.],[26.786526],[0.62601405],[0.047171],Member
406,2000.0,[3072.],[43.948746],[1.0654166],[0.12969995],Member
407,2000.0,[3072.],[14.243763],[0.366479],[0.05240718],Member
408,2000.0,[3072.],[20.995739],[0.51054764],[0.0544942],Member
409,2000.0,[3072.],[28.515512],[0.69328874],[0.07295239],Member
410,2000.0,[2802.],[21.097397],[0.5975035],[0.06158859],Member
411,2000.0,[3072.],[32.400734],[0.7836258],[0.07969067],Member
412,2000.0,[3072.],[31.662048],[0.7759376],[0.07518944],Member
413,2000.0,[3072.],[15.003953],[0.37484086],[0.04520893],Member
414,2000.0,[3072.],[24.557371],[0.58452797],[0.0545553],Member
415,2000.0,[3072.],[15.3860235],[0.36970297],[0.03426284],Member
416,2000.0,[3058.],[41.203987],[1.0068758],[0.08268607],Member
417,2000.0,[3072.],[30.114056],[0.74773395],[0.07781919],Member
418,2000.0,[3072.],[21.018827],[0.5053355],[0.05197971],Member
419,2000.0,[3072.],[35.57916],[0.8552329],[0.08780429],Member
420,2000.0,[3072.],[24.39692],[0.62711084],[0.09056818],Member
421,2000.0,[3072.],[21.166874],[0.499198],[0.04471955],Member
422,2000.0,[3068.],[69.126625],[1.7025226],[0.27214158],Member
423,2000.0,[3072.],[16.71866],[0.4072895],[0.04307908],Member
424,2000.0,[3072.],[26.168377],[0.63008004],[0.05506957],Member
425,2000.0,[3072.],[22.467346],[0.55687964],[0.07166678],Member
426,2000.0,[3072.],[31.463684],[0.7560421],[0.07445593],Member
427,2000.0,[3064.],[28.506588],[0.69619846],[0.09237401],Member
428,2000.0,[3067.],[30.620815],[0.72546124],[0.08759832],Member
429,2000.0,[3071.],[25.357555],[0.605107],[0.05567437],Member
430,2000.0,[3072.],[23.525312],[0.57108474],[0.06453419],Member
431,2000.0,[3072.],[14.460701],[0.35139388],[0.03116918],Member
432,2000.0,[3072.],[15.362365],[0.36567652],[0.03390664],Member
433,2000.0,[3039.],[25.029675],[0.6086483],[0.05697887],Member
434,2000.0,[3070.],[32.977898],[0.79254985],[0.07635345],Member
435,2000.0,[3072.],[20.44241],[0.50678796],[0.07684781],Member
436,2000.0,[3072.],[27.8372],[0.7209769],[0.11804493],Member
437,2000.0,[3072.],[11.279785],[0.27706596],[0.03272998],Member
438,2000.0,[3072.],[26.441875],[0.62205344],[0.05145761],Member
439,2000.0,[3071.],[51.481537],[1.2821314],[0.17491692],Member
440,2000.0,[3072.],[30.013954],[0.71547526],[0.0655818],Member
441,2000.0,[3072.],[27.57954],[0.6699466],[0.06353436],Member
442,2000.0,[3071.],[20.458569],[0.50289714],[0.06676541],Member
443,2000.0,[3065.],[27.57425],[0.678138],[0.05724826],Member
444,2000.0,[3071.],[17.113607],[0.40983492],[0.03525835],Member
445,2000.0,[3050.],[24.07762],[0.5904996],[0.07092731],Member
446,2000.0,[3069.],[18.684078],[0.44820938],[0.0418151],Member
447,2000.0,[3072.],[20.486147],[0.4936688],[0.04230013],Member
448,2000.0,[3061.],[21.108873],[0.5209415],[0.06226373],Member
449,2000.0,[3072.],[15.069606],[0.35460818],[0.03400737],Member
450,2000.0,[3072.],[25.738644],[0.59827155],[0.04660138],Member
451,2000.0,[3072.],[15.563988],[0.3758792],[0.03416327],Member
452,2000.0,[3071.],[28.03603],[0.7190779],[0.08679175],Member
453,2000.0,[3061.],[34.411064],[0.83900046],[0.07660069],Member
454,2000.0,[3072.],[20.29147],[0.48158252],[0.04398191],Member
455,2000.0,[3071.],[47.499313],[1.174806],[0.11434641],Member
456,2000.0,[3063.],[36.771492],[0.9044997],[0.09835112],Member
457,2000.0,[3067.],[26.208376],[0.6424392],[0.06398463],Member
458,2000.0,[3072.],[35.419003],[0.8671648],[0.09091838],Member
459,2000.0,[3072.],[24.009237],[0.5610078],[0.04649696],Member
460,2000.0,[3070.],[25.10588],[0.60082567],[0.06120405],Member
461,2000.0,[3071.],[32.214973],[0.7904532],[0.08974272],Member
462,2000.0,[3072.],[22.29248],[0.5595747],[0.07068023],Member
463,2000.0,[3072.],[28.294176],[0.7225205],[0.08370131],Member
464,2000.0,[3072.],[13.823175],[0.3347827],[0.03603816],Member
465,2000.0,[3072.],[59.88952],[1.4170465],[0.16213535],Member
466,2000.0,[3072.],[9.888508],[0.23413716],[0.02019151],Member
467,2000.0,[3072.],[30.940636],[0.73310065],[0.05801713],Member
468,2000.0,[3072.],[14.908707],[0.37248003],[0.03958938],Member
469,2000.0,[3072.],[25.373133],[0.63721746],[0.07227084],Member
470,2000.0,[3072.],[49.381126],[1.2215146],[0.11752574],Member
471,2000.0,[3072.],[20.484121],[0.50324506],[0.06645763],Member
472,2000.0,[3050.],[23.55172],[0.5858257],[0.05040532],Member
473,2000.0,[3072.],[21.902462],[0.5308933],[0.05382198],Member
474,2000.0,[3072.],[28.19622],[0.6731536],[0.05951554],Member
475,2000.0,[3071.],[37.29855],[0.89702004],[0.10946137],Member
476,2000.0,[3072.],[29.817614],[0.71583986],[0.06484805],Member
477,2000.0,[3071.],[33.72794],[0.81059825],[0.08810618],Member
478,2000.0,[3072.],[21.139666],[0.5110755],[0.05266333],Member
479,2000.0,[3072.],[16.282238],[0.39826015],[0.03922772],Member
480,2000.0,[3072.],[21.416685],[0.49700478],[0.04521981],Member
481,2000.0,[3070.],[18.675686],[0.449762],[0.04537508],Member
482,2000.0,[3072.],[28.951666],[0.7301361],[0.08605008],Member
483,2000.0,[3071.],[33.298626],[0.8159051],[0.06907377],Member
484,2000.0,[3071.],[36.370987],[0.89020354],[0.10778847],Member
485,2000.0,[2982.],[30.749632],[0.7596434],[0.08231452],Member
486,2000.0,[3072.],[19.242334],[0.47535732],[0.04627532],Member
487,2000.0,[3072.],[20.958027],[0.4997675],[0.05167872],Member
488,2000.0,[3072.],[35.801918],[0.8617053],[0.0754357],Member
489,2000.0,[3072.],[18.674234],[0.44895372],[0.04323615],Member
490,2000.0,[3065.],[47.95991],[1.1486651],[0.11533819],Member
491,2000.0,[3072.],[31.677032],[0.7678751],[0.10171571],Member
492,2000.0,[3060.],[19.432938],[0.46423894],[0.04023317],Member
