,DataSize,L0Distance,L1Distance,L2Distance,LinfDistance,Status
1295,1000.0,[3072.],[22.548315],[0.5671589],[0.06214002],Member
1296,1000.0,[3071.],[74.34175],[1.9411196],[0.196309],Member
1297,1000.0,[3067.],[24.931873],[0.5874591],[0.05047184],Member
1298,1000.0,[3072.],[47.348946],[1.1590812],[0.16542464],Member
1299,1000.0,[3072.],[28.156803],[0.69810313],[0.06604052],Member
1300,1000.0,[3072.],[24.500717],[0.5942808],[0.06273925],Member
1301,1000.0,[3072.],[31.274134],[0.7379544],[0.08097938],Member
1302,1000.0,[3072.],[16.410366],[0.39183262],[0.03488761],Member
1303,1000.0,[3072.],[26.540247],[0.6254971],[0.06177449],Member
1304,1000.0,[3072.],[23.7588],[0.5766742],[0.05539212],Member
1305,1000.0,[3072.],[38.078747],[0.9053025],[0.0713203],Member
1306,1000.0,[3072.],[25.007284],[0.6032392],[0.06939803],Member
1307,1000.0,[3027.],[30.726],[0.73742527],[0.06464933],Member
1308,1000.0,[3071.],[34.031685],[0.8270055],[0.07133424],Member
1309,1000.0,[3072.],[23.694475],[0.5601789],[0.05406666],Member
1310,1000.0,[3072.],[53.516342],[1.2796714],[0.10712578],Member
1311,1000.0,[3071.],[33.79735],[0.82074267],[0.07671882],Member
1312,1000.0,[3044.],[55.42121],[1.3477125],[0.13502812],Member
1313,1000.0,[3072.],[31.870304],[0.75950545],[0.0690864],Member
1314,1000.0,[3072.],[23.889725],[0.56866676],[0.05367535],Member
1315,1000.0,[3057.],[50.610916],[1.2481308],[0.11541591],Member
1316,1000.0,[3072.],[22.48499],[0.5278443],[0.04095656],Member
1317,1000.0,[3072.],[26.916828],[0.65882456],[0.06388658],Member
1318,1000.0,[3072.],[30.308079],[0.7227651],[0.05730228],Member
1319,1000.0,[3072.],[23.352253],[0.549222],[0.0524694],Member
1320,1000.0,[3019.],[43.647987],[1.0728786],[0.09574685],Member
1321,1000.0,[3067.],[40.34668],[0.9543955],[0.08424795],Member
1322,1000.0,[3072.],[45.05388],[1.1017606],[0.12410152],Member
1323,1000.0,[3072.],[35.464478],[0.8469437],[0.07803127],Member
1324,1000.0,[3071.],[30.459703],[0.71580905],[0.06458688],Member
1325,1000.0,[3072.],[28.45488],[0.6817638],[0.07276732],Member
1326,1000.0,[3069.],[40.14885],[0.94090307],[0.0712662],Member
1327,1000.0,[3071.],[20.42678],[0.47518462],[0.04911184],Member
1328,1000.0,[3072.],[38.24494],[0.91410613],[0.07565456],Member
1329,1000.0,[3072.],[21.020191],[0.49996513],[0.04544914],Member
1330,1000.0,[3072.],[26.782051],[0.6269648],[0.04583466],Member
1331,1000.0,[3065.],[26.631664],[0.6364192],[0.04516855],Member
1332,1000.0,[3072.],[28.919952],[0.6849464],[0.06830072],Member
1333,1000.0,[3072.],[40.519577],[0.9877514],[0.1023508],Member
1334,1000.0,[3068.],[20.434422],[0.48242125],[0.03643104],Member
1335,1000.0,[3071.],[23.236963],[0.56296253],[0.05465242],Member
1336,1000.0,[3072.],[36.417496],[0.8790647],[0.08823121],Member
1337,1000.0,[3067.],[29.608349],[0.70001674],[0.07066602],Member
1338,1000.0,[3072.],[28.73159],[0.67127895],[0.0476799],Member
1339,1000.0,[3072.],[34.527916],[0.839001],[0.08733913],Member
1340,1000.0,[2923.],[35.725597],[0.9277663],[0.10082674],Member
1341,1000.0,[3071.],[25.31902],[0.60810536],[0.05984801],Member
1342,1000.0,[3072.],[25.099667],[0.59518605],[0.04908553],Member
1343,1000.0,[3070.],[25.283722],[0.59796524],[0.04562925],Member
1344,1000.0,[3067.],[45.25028],[1.0558329],[0.09103198],Member
1345,1000.0,[3071.],[30.465431],[0.7445127],[0.08848274],Member
1346,1000.0,[3071.],[22.298618],[0.52938116],[0.05298445],Member
1347,1000.0,[3072.],[44.876686],[1.0632516],[0.08897953],Member
1348,1000.0,[3072.],[29.02669],[0.67453384],[0.06116727],Member
1349,1000.0,[3072.],[26.909212],[0.6349995],[0.05221024],Member
1350,1000.0,[2993.],[20.775805],[0.51804143],[0.05227417],Member
1351,1000.0,[3071.],[22.941193],[0.5504303],[0.07408038],Member
1352,1000.0,[3066.],[43.918533],[1.0379757],[0.09226617],Member
1353,1000.0,[3071.],[31.305979],[0.7332121],[0.05663896],Member
1354,1000.0,[3072.],[35.23362],[0.8342024],[0.06927265],Member
1355,1000.0,[3072.],[28.08328],[0.66646194],[0.05401407],Member
1356,1000.0,[3072.],[25.04095],[0.6193488],[0.06587613],Member
1357,1000.0,[3072.],[61.513103],[1.4302759],[0.12807302],Member
1358,1000.0,[3072.],[70.95887],[1.8197016],[0.22104135],Member
1359,1000.0,[3072.],[29.20919],[0.69363886],[0.0608955],Member
1360,1000.0,[3071.],[41.370514],[0.9746195],[0.08673501],Member
1361,1000.0,[3072.],[37.78637],[0.90061283],[0.08277029],Member
1362,1000.0,[3065.],[29.216213],[0.6900018],[0.057612],Member
1363,1000.0,[3068.],[25.477814],[0.6036332],[0.0467937],Member
1364,1000.0,[3072.],[40.106567],[0.9917664],[0.11459774],Member
1365,1000.0,[3072.],[26.54721],[0.6272317],[0.05339512],Member
1366,1000.0,[3072.],[49.433044],[1.2510546],[0.12381335],Member
1367,1000.0,[3066.],[54.390762],[1.3132272],[0.13913591],Member
1368,1000.0,[3072.],[33.378216],[0.79008913],[0.08284539],Member
1369,1000.0,[3072.],[33.01673],[0.77458423],[0.06715152],Member
1370,1000.0,[3071.],[5.784438],[0.14042392],[0.01362339],Non-member
1371,1000.0,[0.],[0.],[0.],[0.],Non-member
1372,1000.0,[3072.],[36.34642],[0.8596304],[0.0698688],Non-member
1373,1000.0,[0.],[0.],[0.],[0.],Non-member
1374,1000.0,[3071.],[8.242481],[0.19654293],[0.01937315],Non-member
1375,1000.0,[0.],[0.],[0.],[0.],Non-member
1376,1000.0,[3072.],[29.293064],[0.7056715],[0.073421],Non-member
1377,1000.0,[3072.],[19.540447],[0.45844924],[0.04358657],Non-member
1378,1000.0,[0.],[0.],[0.],[0.],Non-member
1379,1000.0,[3072.],[9.82497],[0.2280443],[0.01593465],Non-member
1380,1000.0,[3072.],[105.44979],[2.5626194],[0.26374093],Non-member
1381,1000.0,[0.],[0.],[0.],[0.],Non-member
1382,1000.0,[0.],[0.],[0.],[0.],Non-member
1383,1000.0,[0.],[0.],[0.],[0.],Non-member
1384,1000.0,[0.],[0.],[0.],[0.],Non-member
1385,1000.0,[3072.],[46.725906],[1.1036822],[0.09332705],Non-member
1386,1000.0,[0.],[0.],[0.],[0.],Non-member
1387,1000.0,[0.],[0.],[0.],[0.],Non-member
1388,1000.0,[3065.],[2.2687235],[0.05230868],[0.00429536],Non-member
1389,1000.0,[3072.],[11.003635],[0.25693145],[0.02002525],Non-member
1390,1000.0,[3072.],[31.705364],[0.7634252],[0.07167041],Non-member
1391,1000.0,[3072.],[32.946465],[0.78253335],[0.0670217],Non-member
1392,1000.0,[0.],[0.],[0.],[0.],Non-member
1393,1000.0,[3072.],[2.8396626],[0.06524042],[0.0047314],Non-member
1394,1000.0,[0.],[0.],[0.],[0.],Non-member
1395,1000.0,[3072.],[30.95604],[0.73414177],[0.06362015],Non-member
1396,1000.0,[3071.],[27.508873],[0.648012],[0.05335444],Non-member
1397,1000.0,[2952.],[6.8148193],[0.1631597],[0.01852956],Non-member
1398,1000.0,[3072.],[0.744903],[0.01683665],[0.00117159],Non-member
1399,1000.0,[3072.],[3.074113],[0.06991719],[0.00515169],Non-member
1400,1000.0,[3072.],[14.556032],[0.3399758],[0.02873975],Non-member
1401,1000.0,[3072.],[1.7453067],[0.0394013],[0.00244778],Non-member
1402,1000.0,[3072.],[25.912754],[0.6258169],[0.06308637],Non-member
1403,1000.0,[0.],[0.],[0.],[0.],Non-member
1404,1000.0,[3070.],[15.162855],[0.3573766],[0.02534008],Non-member
1405,1000.0,[3072.],[12.143748],[0.28334644],[0.01911867],Non-member
1406,1000.0,[2957.],[59.10656],[1.4892466],[0.14220048],Non-member
1407,1000.0,[3072.],[26.244068],[0.61587775],[0.06244069],Non-member
1408,1000.0,[0.],[0.],[0.],[0.],Non-member
1409,1000.0,[3072.],[16.652752],[0.4006175],[0.043984],Non-member
1410,1000.0,[3072.],[5.2215395],[0.12061271],[0.00989807],Non-member
1411,1000.0,[3072.],[2.6260319],[0.05985637],[0.00397658],Non-member
1412,1000.0,[3072.],[1.1068265],[0.02513856],[0.00152895],Non-member
1413,1000.0,[3072.],[22.94159],[0.55534977],[0.05604403],Non-member
1414,1000.0,[3072.],[31.438004],[0.7580483],[0.07459849],Non-member
1415,1000.0,[0.],[0.],[0.],[0.],Non-member
1416,1000.0,[3072.],[51.338207],[1.2647343],[0.11526509],Non-member
1417,1000.0,[3072.],[8.982968],[0.21477199],[0.01680762],Non-member
1418,1000.0,[3071.],[2.5050788],[0.05754888],[0.00475076],Non-member
1419,1000.0,[0.],[0.],[0.],[0.],Non-member
1420,1000.0,[3072.],[5.2293663],[0.12016393],[0.00856534],Non-member
1421,1000.0,[3070.],[11.592746],[0.2706709],[0.02636981],Non-member
1422,1000.0,[3072.],[23.433151],[0.56068957],[0.04671964],Non-member
1423,1000.0,[3072.],[6.004147],[0.14465131],[0.01646602],Non-member
1424,1000.0,[3072.],[7.1896744],[0.16863185],[0.01718542],Non-member
1425,1000.0,[0.],[0.],[0.],[0.],Non-member
1426,1000.0,[3071.],[24.213015],[0.5653569],[0.05415142],Non-member
1427,1000.0,[3072.],[18.352726],[0.42855728],[0.0365319],Non-member
1428,1000.0,[0.],[0.],[0.],[0.],Non-member
1429,1000.0,[3072.],[24.266771],[0.56872714],[0.04441027],Non-member
1430,1000.0,[3072.],[7.1112385],[0.16940269],[0.0159606],Non-member
1431,1000.0,[3071.],[52.73182],[1.3016635],[0.12978987],Non-member
1432,1000.0,[3071.],[2.295774],[0.05261132],[0.00359857],Non-member
1433,1000.0,[3072.],[10.095869],[0.23615226],[0.02002332],Non-member
1434,1000.0,[0.],[0.],[0.],[0.],Non-member
1435,1000.0,[3072.],[16.55312],[0.39396527],[0.03341082],Non-member
1436,1000.0,[0.],[0.],[0.],[0.],Non-member
1437,1000.0,[0.],[0.],[0.],[0.],Non-member
1438,1000.0,[0.],[0.],[0.],[0.],Non-member
1439,1000.0,[0.],[0.],[0.],[0.],Non-member
1440,1000.0,[3063.],[7.260206],[0.16954143],[0.0150816],Non-member
1441,1000.0,[3072.],[2.7065377],[0.06314734],[0.00574407],Non-member
1442,1000.0,[0.],[0.],[0.],[0.],Non-member
1443,1000.0,[3072.],[6.7084107],[0.16159573],[0.01523653],Non-member
1444,1000.0,[3072.],[3.9045744],[0.09226923],[0.01050565],Non-member
1445,1000.0,[3069.],[13.557013],[0.31779224],[0.03619611],Non-member
1446,1000.0,[3001.],[12.000785],[0.296062],[0.02830415],Non-member
1447,1000.0,[3029.],[5.182292],[0.12086744],[0.01218212],Non-member
1448,1000.0,[3072.],[25.259045],[0.5780231],[0.03740734],Non-member
1449,1000.0,[0.],[0.],[0.],[0.],Non-member
1450,1000.0,[0.],[0.],[0.],[0.],Non-member
1451,1000.0,[3072.],[9.230416],[0.21829765],[0.01798038],Non-member
1452,1000.0,[0.],[0.],[0.],[0.],Non-member
1453,1000.0,[3070.],[18.755123],[0.43998927],[0.0358144],Non-member
1454,1000.0,[3072.],[6.27727],[0.14696063],[0.01335125],Non-member
1455,1000.0,[0.],[0.],[0.],[0.],Non-member
1456,1000.0,[3072.],[34.890793],[0.83211833],[0.07454199],Non-member
1457,1000.0,[0.],[0.],[0.],[0.],Non-member
1458,1000.0,[0.],[0.],[0.],[0.],Non-member
1459,1000.0,[0.],[0.],[0.],[0.],Non-member
1460,1000.0,[3072.],[5.402787],[0.12784533],[0.01189598],Non-member
1461,1000.0,[3072.],[7.7390156],[0.18604705],[0.01688188],Non-member
1462,1000.0,[3072.],[22.97301],[0.59838754],[0.1071068],Non-member
1463,1000.0,[3072.],[2.8296525],[0.06530181],[0.00551816],Non-member
1464,1000.0,[0.],[0.],[0.],[0.],Non-member
1465,1000.0,[3067.],[0.01022813],[0.00023005],[1.4603138e-05],Non-member
1466,1000.0,[0.],[0.],[0.],[0.],Non-member
1467,1000.0,[3072.],[8.70439],[0.20889996],[0.02604811],Non-member
1468,1000.0,[3071.],[35.520523],[0.83774394],[0.06879468],Non-member
1469,1000.0,[3051.],[13.286212],[0.31402862],[0.02825749],Non-member
1470,1000.0,[0.],[0.],[0.],[0.],Non-member
1471,1000.0,[3072.],[5.5354624],[0.1278733],[0.00971967],Non-member
1472,1000.0,[0.],[0.],[0.],[0.],Non-member
1473,1000.0,[0.],[0.],[0.],[0.],Non-member
1474,1000.0,[0.],[0.],[0.],[0.],Non-member
1475,1000.0,[0.],[0.],[0.],[0.],Non-member
1476,1000.0,[3072.],[8.224649],[0.19263229],[0.01797694],Non-member
1477,1000.0,[0.],[0.],[0.],[0.],Non-member
1478,1000.0,[3054.],[15.5390415],[0.36059237],[0.0298904],Non-member
1479,1000.0,[3063.],[16.703499],[0.43105248],[0.04950421],Non-member
1480,1000.0,[3072.],[2.7443678],[0.06288773],[0.0049873],Non-member
1481,1000.0,[3041.],[8.558235],[0.19960302],[0.01865214],Non-member
1482,1000.0,[3067.],[17.844093],[0.43803507],[0.04589605],Non-member
1483,1000.0,[0.],[0.],[0.],[0.],Non-member
1484,1000.0,[0.],[0.],[0.],[0.],Non-member
1485,1000.0,[3072.],[13.742334],[0.32025826],[0.02909663],Non-member
1486,1000.0,[3072.],[38.188236],[0.93209714],[0.1037679],Non-member
1487,1000.0,[3072.],[1.6785685],[0.03856453],[0.00297345],Non-member
1488,1000.0,[3072.],[18.440277],[0.4319743],[0.03354394],Non-member
1489,1000.0,[0.],[0.],[0.],[0.],Non-member
1490,1000.0,[2955.],[3.8075154],[0.08934339],[0.00646406],Non-member
1491,1000.0,[0.],[0.],[0.],[0.],Non-member
1492,1000.0,[3072.],[10.503928],[0.24687706],[0.01968527],Non-member
1493,1000.0,[0.],[0.],[0.],[0.],Non-member
1494,1000.0,[3072.],[18.000608],[0.41804355],[0.03182185],Non-member
1495,1000.0,[0.],[0.],[0.],[0.],Non-member
1496,1000.0,[3067.],[0.90948933],[0.02060339],[0.00128356],Non-member
1497,1000.0,[3072.],[58.673084],[1.4139647],[0.15050584],Non-member
1498,1000.0,[3068.],[24.541483],[0.59572583],[0.05982348],Non-member
1499,1000.0,[3072.],[16.87394],[0.39643756],[0.0292922],Non-member
1500,1000.0,[3069.],[9.163193],[0.21330927],[0.01980078],Non-member
1501,1000.0,[0.],[0.],[0.],[0.],Non-member
1502,1000.0,[0.],[0.],[0.],[0.],Non-member
1503,1000.0,[0.],[0.],[0.],[0.],Non-member
1504,1000.0,[0.],[0.],[0.],[0.],Non-member
1505,1000.0,[0.],[0.],[0.],[0.],Non-member
1506,1000.0,[3072.],[15.673101],[0.37313345],[0.03379232],Non-member
1507,1000.0,[3071.],[34.911438],[0.82518053],[0.07884043],Non-member
1508,1000.0,[0.],[0.],[0.],[0.],Non-member
1509,1000.0,[0.],[0.],[0.],[0.],Non-member
1510,1000.0,[0.],[0.],[0.],[0.],Non-member
1511,1000.0,[3071.],[36.487686],[0.8457826],[0.06796426],Non-member
1512,1000.0,[3068.],[7.1355104],[0.16714048],[0.01697022],Non-member
1513,1000.0,[0.],[0.],[0.],[0.],Non-member
1514,1000.0,[0.],[0.],[0.],[0.],Non-member
1515,1000.0,[3072.],[9.130453],[0.21338323],[0.01619464],Non-member
1516,1000.0,[3072.],[21.987597],[0.51017183],[0.04102771],Non-member
1517,1000.0,[3067.],[18.82153],[0.44005066],[0.04143429],Non-member
1518,1000.0,[3066.],[37.766144],[0.9200586],[0.0746541],Non-member
1519,1000.0,[3071.],[2.1747959],[0.04942874],[0.00323127],Non-member
1520,1000.0,[0.],[0.],[0.],[0.],Non-member
1521,1000.0,[0.],[0.],[0.],[0.],Non-member
1522,1000.0,[3072.],[4.0939913],[0.09619444],[0.01484752],Non-member
1523,1000.0,[3066.],[43.16531],[1.0130891],[0.07945469],Non-member
1524,1000.0,[0.],[0.],[0.],[0.],Non-member
1525,1000.0,[0.],[0.],[0.],[0.],Non-member
1526,1000.0,[3072.],[14.158395],[0.33560988],[0.02776808],Non-member
1527,1000.0,[3070.],[44.915688],[1.0543966],[0.08740989],Non-member
1528,1000.0,[0.],[0.],[0.],[0.],Non-member
1529,1000.0,[0.],[0.],[0.],[0.],Non-member
1530,1000.0,[0.],[0.],[0.],[0.],Non-member
1531,1000.0,[0.],[0.],[0.],[0.],Non-member
1532,1000.0,[0.],[0.],[0.],[0.],Non-member
1533,1000.0,[3072.],[3.3252668],[0.0762023],[0.00500518],Non-member
1534,1000.0,[3072.],[5.2853465],[0.12131113],[0.00981081],Non-member
1535,1000.0,[3072.],[2.517992],[0.05698977],[0.00475091],Non-member
1536,1000.0,[3068.],[14.149225],[0.3372321],[0.0332253],Non-member
1537,1000.0,[3072.],[13.400024],[0.31748503],[0.0243901],Non-member
1538,1000.0,[0.],[0.],[0.],[0.],Non-member
1539,1000.0,[0.],[0.],[0.],[0.],Non-member
1540,1000.0,[0.],[0.],[0.],[0.],Non-member
1541,1000.0,[3072.],[2.891415],[0.06690543],[0.00524622],Non-member
1542,1000.0,[3067.],[12.577273],[0.29545224],[0.027053],Non-member
1543,1000.0,[3060.],[2.3589497],[0.05349603],[0.00378038],Non-member
1544,1000.0,[0.],[0.],[0.],[0.],Non-member
1545,1000.0,[0.],[0.],[0.],[0.],Non-member
1546,1000.0,[0.],[0.],[0.],[0.],Non-member
1547,1000.0,[3071.],[21.0405],[0.49727657],[0.04480374],Non-member
1548,1000.0,[0.],[0.],[0.],[0.],Non-member
1549,1000.0,[0.],[0.],[0.],[0.],Non-member
1550,1000.0,[3071.],[7.285053],[0.17101875],[0.01952681],Non-member
1551,1000.0,[3072.],[25.500277],[0.59400284],[0.04434466],Non-member
1552,1000.0,[3068.],[34.526306],[0.8182104],[0.0702379],Non-member
1553,1000.0,[3072.],[14.806798],[0.35122502],[0.03001928],Non-member
1554,1000.0,[3072.],[4.9447107],[0.11581966],[0.00952068],Non-member
1555,1000.0,[0.],[0.],[0.],[0.],Non-member
1556,1000.0,[3072.],[20.314135],[0.5011358],[0.0498063],Non-member
1557,1000.0,[0.],[0.],[0.],[0.],Non-member
1558,1000.0,[3071.],[66.07263],[1.6104589],[0.13417572],Non-member
1559,1000.0,[0.],[0.],[0.],[0.],Non-member
1560,1000.0,[0.],[0.],[0.],[0.],Non-member
1561,1000.0,[0.],[0.],[0.],[0.],Non-member
1562,1000.0,[0.],[0.],[0.],[0.],Non-member
1563,1000.0,[3070.],[24.700102],[0.5809348],[0.05230972],Non-member
1564,1000.0,[0.],[0.],[0.],[0.],Non-member
1565,1000.0,[3068.],[8.210928],[0.19162394],[0.01600944],Non-member
1566,1000.0,[0.],[0.],[0.],[0.],Non-member
1567,1000.0,[3071.],[4.7664185],[0.10882585],[0.00915378],Non-member
1568,1000.0,[3072.],[12.650131],[0.31844702],[0.03716779],Non-member
1569,1000.0,[0.],[0.],[0.],[0.],Non-member
1570,500.0,[3072.],[28.330814],[0.667126],[0.07417265],Member
1571,500.0,[3070.],[39.877113],[0.99182636],[0.14451845],Member
1572,500.0,[3072.],[48.119473],[1.1673143],[0.09384396],Member
1573,500.0,[3072.],[71.55609],[1.7318097],[0.16302669],Member
1574,500.0,[3068.],[45.330452],[1.1044533],[0.08586696],Member
1575,500.0,[3072.],[23.061935],[0.5429442],[0.05306941],Member
1576,500.0,[3072.],[40.22728],[0.9479266],[0.08608389],Member
1577,500.0,[3072.],[31.446854],[0.753807],[0.06718767],Member
1578,500.0,[3072.],[29.849964],[0.70404845],[0.05464727],Member
1579,500.0,[3072.],[24.894444],[0.61377126],[0.06162769],Member
1580,500.0,[3072.],[51.593483],[1.2343328],[0.11882457],Member
1581,500.0,[3072.],[46.377174],[1.0933497],[0.10041124],Member
1582,500.0,[3072.],[78.31329],[1.94831],[0.31694016],Member
1583,500.0,[3072.],[41.85649],[0.9784741],[0.07809412],Member
1584,500.0,[3072.],[43.7433],[1.0405419],[0.10718131],Member
1585,500.0,[3072.],[28.220463],[0.67928463],[0.05937771],Member
1586,500.0,[3071.],[40.748642],[0.9995675],[0.09915674],Member
1587,500.0,[3072.],[29.342054],[0.7080941],[0.06760722],Member
1588,500.0,[3072.],[24.832771],[0.59813327],[0.05647304],Member
1589,500.0,[3072.],[51.231026],[1.234618],[0.11083457],Member
1590,500.0,[3072.],[38.385506],[0.93838716],[0.11037451],Member
1591,500.0,[3072.],[31.340471],[0.73560005],[0.05980965],Member
1592,500.0,[3072.],[51.070763],[1.2904317],[0.16801628],Member
1593,500.0,[3070.],[47.437634],[1.1438433],[0.10261297],Member
1594,500.0,[3072.],[28.025145],[0.66342914],[0.05114657],Member
1595,500.0,[3072.],[22.53624],[0.54195863],[0.04630443],Member
1596,500.0,[3072.],[35.230976],[0.8449796],[0.08326951],Member
1597,500.0,[3072.],[32.656616],[0.77548426],[0.07108086],Member
1598,500.0,[3072.],[22.005451],[0.5373841],[0.07098871],Member
1599,500.0,[3072.],[47.971756],[1.2061486],[0.1656389],Member
1600,500.0,[3070.],[46.139755],[1.1041076],[0.09266255],Member
1601,500.0,[3069.],[22.74229],[0.5795268],[0.07158504],Member
1602,500.0,[3072.],[36.717888],[0.8846566],[0.07382655],Member
1603,500.0,[3072.],[18.707598],[0.45592722],[0.03802517],Member
1604,500.0,[3072.],[37.11842],[0.87773603],[0.06528574],Member
1605,500.0,[3072.],[24.131777],[0.5827387],[0.0654702],Member
1606,500.0,[3072.],[29.230934],[0.6925848],[0.05910924],Member
1607,500.0,[3072.],[28.758188],[0.6874865],[0.08302784],Member
1608,500.0,[3072.],[29.486862],[0.7001837],[0.06596252],Member
1609,500.0,[3052.],[46.495296],[1.2153926],[0.20241266],Member
1610,500.0,[3072.],[41.192364],[0.9804744],[0.07368664],Member
1611,500.0,[3072.],[48.983932],[1.2038343],[0.14195038],Member
1612,500.0,[3072.],[25.530441],[0.6166247],[0.05560738],Member
1613,500.0,[3072.],[36.466686],[0.894059],[0.08419922],Member
1614,500.0,[3072.],[28.80086],[0.6835783],[0.05080101],Member
1615,500.0,[3068.],[62.319572],[1.5812321],[0.20017076],Member
1616,500.0,[3072.],[27.146599],[0.63925856],[0.06406587],Member
1617,500.0,[3072.],[27.259563],[0.66012],[0.07257433],Member
1618,500.0,[3072.],[29.929283],[0.7118966],[0.07729849],Member
1619,500.0,[3062.],[21.355385],[0.5163956],[0.05303645],Member
1620,500.0,[3068.],[49.524002],[1.1803563],[0.12849665],Member
1621,500.0,[3072.],[32.309834],[0.7649029],[0.07971254],Member
1622,500.0,[3072.],[33.9366],[0.8179645],[0.0876193],Member
1623,500.0,[3072.],[35.800312],[0.8720003],[0.07770541],Member
1624,500.0,[3072.],[22.801025],[0.56604123],[0.05480984],Member
1625,500.0,[3049.],[44.466644],[1.0633738],[0.08934075],Member
1626,500.0,[3070.],[26.870308],[0.646429],[0.07661036],Member
1627,500.0,[3072.],[29.408894],[0.71214634],[0.06468993],Member
1628,500.0,[3072.],[85.10074],[2.4039643],[0.45392478],Member
1629,500.0,[3072.],[22.121845],[0.5429465],[0.05022061],Member
1630,500.0,[3072.],[38.70006],[0.9354208],[0.08943676],Member
1631,500.0,[3072.],[55.262985],[1.4056356],[0.18793735],Member
1632,500.0,[3072.],[39.08754],[0.99783695],[0.1281479],Member
1633,500.0,[3071.],[53.690357],[1.2702612],[0.10480413],Member
1634,500.0,[3066.],[61.053265],[1.5063782],[0.14825433],Member
1635,500.0,[3070.],[37.892162],[0.9180985],[0.13323957],Member
1636,500.0,[3054.],[33.4618],[0.8423298],[0.07618694],Member
1637,500.0,[3071.],[32.805542],[0.81608975],[0.08692321],Member
1638,500.0,[3072.],[27.345566],[0.6641121],[0.0698919],Member
1639,500.0,[3064.],[31.045443],[0.7996652],[0.07493487],Member
1640,500.0,[3072.],[21.123413],[0.510067],[0.0526693],Member
1641,500.0,[3072.],[47.409126],[1.1656852],[0.15629412],Member
1642,500.0,[3072.],[29.389025],[0.7292558],[0.0810056],Member
1643,500.0,[3072.],[36.26486],[0.90847504],[0.1043804],Member
1644,500.0,[3065.],[38.17336],[0.93227637],[0.07594484],Member
1645,500.0,[3072.],[27.707586],[0.6751683],[0.06324303],Member
1646,500.0,[3072.],[100.9454],[2.5024235],[0.27509812],Member
1647,500.0,[3062.],[83.17354],[2.0538142],[0.18763447],Member
1648,500.0,[3072.],[40.720737],[0.9956772],[0.12961651],Member
1649,500.0,[3072.],[24.393585],[0.5831893],[0.0434463],Member
1650,500.0,[3071.],[44.137947],[1.0407797],[0.08212131],Member
1651,500.0,[3072.],[43.452282],[1.0728719],[0.08882037],Member
1652,500.0,[3072.],[31.742203],[0.77358174],[0.08386254],Member
1653,500.0,[3072.],[35.423306],[0.9179915],[0.10332997],Member
1654,500.0,[3072.],[16.416153],[0.394071],[0.03671259],Member
1655,500.0,[3072.],[53.86174],[1.2783681],[0.10143152],Member
1656,500.0,[3072.],[19.394566],[0.4608426],[0.04315275],Member
1657,500.0,[3072.],[28.63073],[0.69212115],[0.0746638],Member
1658,500.0,[3072.],[45.47675],[1.085687],[0.09634677],Member
1659,500.0,[3070.],[35.50493],[0.9182923],[0.0995872],Member
1660,500.0,[3072.],[52.789635],[1.250989],[0.1260235],Member
1661,500.0,[3072.],[55.600002],[1.3515759],[0.12071612],Member
1662,500.0,[3060.],[29.395966],[0.74700475],[0.08044267],Member
1663,500.0,[3072.],[37.86387],[0.8957159],[0.09763783],Member
1664,500.0,[3072.],[43.08958],[1.0246001],[0.08683753],Member
1665,500.0,[3072.],[27.219852],[0.6446643],[0.05377198],Member
1666,500.0,[3072.],[26.857628],[0.6554015],[0.08805275],Member
1667,500.0,[3072.],[26.246252],[0.6325777],[0.06009825],Member
1668,500.0,[3072.],[29.85578],[0.71084225],[0.07151213],Member
1669,500.0,[3072.],[66.9102],[1.7201866],[0.2259802],Member
1670,500.0,[3065.],[37.797146],[0.9261012],[0.07741624],Member
1671,500.0,[3072.],[32.704155],[0.7819658],[0.09010665],Member
1672,500.0,[3072.],[48.05287],[1.1287721],[0.09762251],Member
1673,500.0,[3069.],[48.669815],[1.1939964],[0.10987904],Member
1674,500.0,[3072.],[30.481226],[0.7355472],[0.0649169],Member
1675,500.0,[3072.],[26.791397],[0.6371914],[0.05745193],Member
1676,500.0,[3072.],[43.1501],[1.0134019],[0.08297949],Member
1677,500.0,[3072.],[24.093063],[0.5709878],[0.04452062],Member
1678,500.0,[3069.],[83.76489],[2.020826],[0.28244048],Member
1679,500.0,[3072.],[47.350586],[1.1894034],[0.16494344],Member
1680,500.0,[3054.],[86.12721],[2.149729],[0.2680718],Member
1681,500.0,[3072.],[51.297325],[1.2384827],[0.11519796],Member
1682,500.0,[3072.],[25.449566],[0.63444287],[0.0754997],Member
1683,500.0,[3070.],[51.538216],[1.4070477],[0.27410555],Member
1684,500.0,[3067.],[43.40924],[1.0449444],[0.09726717],Member
1685,500.0,[3072.],[47.858566],[1.1600567],[0.11525488],Member
1686,500.0,[3072.],[50.08014],[1.2034578],[0.10039675],Member
1687,500.0,[3072.],[26.63221],[0.6571731],[0.0725368],Member
1688,500.0,[3072.],[25.285845],[0.61388993],[0.05836728],Member
1689,500.0,[3072.],[25.245777],[0.61028785],[0.06426188],Member
1690,500.0,[3072.],[35.287376],[0.84495604],[0.07680985],Member
1691,500.0,[3072.],[32.57277],[0.8078216],[0.08462822],Member
1692,500.0,[3071.],[29.897842],[0.7111419],[0.06650272],Member
1693,500.0,[3072.],[24.61324],[0.6048321],[0.07029626],Member
1694,500.0,[3031.],[29.815596],[0.729492],[0.06759927],Member
